"tree_id","stand_id","plot","tag","species","year","tree_status","dbh","x_coord","y_coord","size_cat"
"AV06001200012","AV06",12,5692,"ABAM",2012,"1",32.3,56.06,12.68,"regular"
"AV06001200013","AV06",12,5693,"TSHE",2012,"1",25.8,55.74,15.67,"regular"
"AV06001200014","AV06",12,5694,"ABAM",1998,"6",28.6,53.85,22.72,"regular"
"AV06001200015","AV06",12,5695,"ABAM",2012,"1",22,51,20.71,"regular"
"AV06001200016","AV06",12,5696,"ABAM",2012,"1",40.9,60.96,11.24,"regular"
"AV06001200017","AV06",12,5697,"ABAM",2012,"1",33.8,58.95,5.58,"regular"
"AV06001200018","AV06",12,5698,"ABAM",2012,"1",43.8,57.11,4.16,"regular"
"AV06001200019","AV06",12,5699,"ABAM",2012,"1",56.4,61.35,0.52,"regular"
"AV06001200020","AV06",12,5700,"ABAM",1998,"6",21.6,51.17,1.34,"regular"
"AV06001200021","AV06",12,5701,"ABAM",2012,"1",19.4,50.53,4.72,"regular"
"AV06001200022","AV06",12,5702,"ABAM",2007,"6",45.2,51.01,5.66,"regular"
"AV06001200023","AV06",12,5703,"ABAM",2007,"6",48.9,53.23,7.33,"regular"
"AV06001200024","AV06",12,5704,"ABAM",2012,"1",26.7,52.59,8.29,"regular"
"AV06001200025","AV06",12,5873,"THPL",2012,"1",121.6,64.93,10.26,"regular"
"AV06001200026","AV06",12,5874,"ABAM",2012,"1",32.1,62.97,10.69,"regular"
"AV06001200027","AV06",12,5875,"TSHE",2012,"1",27.5,62.75,6.97,"regular"
"AV06001200028","AV06",12,5876,"ABAM",2012,"1",57.8,67.24,5.7,"regular"
"AV06001200029","AV06",12,5877,"ABAM",2012,"1",31,66.24,8.07,"regular"
"AV06001200030","AV06",12,5878,"TSHE",2012,"1",19.6,65.33,7.29,"regular"
"AV06001200031","AV06",12,5879,"ABAM",2012,"1",37.1,66.84,7.23,"regular"
"AV06001200032","AV06",12,5880,"ABAM",2012,"1",40.9,69.12,6.4,"regular"
"AV06001200033","AV06",12,5881,"ABAM",2012,"1",29.8,70.09,10.34,"regular"
"AV06001200034","AV06",12,5882,"TSHE",2012,"1",27.6,73.63,6.79,"regular"
"AV06001200035","AV06",12,5883,"ABAM",2012,"1",41.7,73.7,5.57,"regular"
"AV06001200036","AV06",12,5884,"ABAM",2012,"1",25.5,65.02,1.78,"regular"
"AV06001300029","AV06",13,373,"TSHE",2012,"1",22,41.68,33.57,"regular"
"AV06001300027","AV06",13,425,"ABAM",1998,"6",15.8,28.04,45.27,"regular"
"AV06001300028","AV06",13,426,"ABAM",2012,"1",22.5,49.65,38.97,"regular"
"AV06001300032","AV06",13,1002,"TSHE",2012,"2",15.4,41.75,35.4,"regular"
"AV06001300030","AV06",13,3833,"TSHE",2007,"6",19.4,30.36,47.27,"regular"
"AV06001300001","AV06",13,5705,"ABAM",1998,"6",35.4,28.8,46.57,"regular"
"AV06001300002","AV06",13,5706,"ABAM",2012,"1",31.9,25.75,41.14,"regular"
"AV06001300003","AV06",13,5707,"TSHE",1998,"6",25.1,28.95,43.21,"regular"
"AV06001300004","AV06",13,5708,"TSHE",2012,"1",45.7,33.84,40.72,"regular"
"AV06001300005","AV06",13,5709,"ABAM",1987,"6",24.8,37.77,39.95,"regular"
"AV06001300006","AV06",13,5710,"ABAM",1998,"6",22.5,40.63,38.68,"regular"
"AV06001300007","AV06",13,5711,"TSHE",2012,"1",28.2,40.88,45.76,"regular"
"AV06001300008","AV06",13,5712,"TSHE",1993,"6",92.5,47.93,47.92,"regular"
"AV06001300009","AV06",13,5713,"ABAM",2012,"1",40.7,43.94,43.25,"regular"
"AV06001300010","AV06",13,5714,"ABAM",2012,"1",27.3,49.31,38.41,"regular"
"AV06001300011","AV06",13,5715,"THPL",2012,"1",97.8,42.34,36.12,"regular"
"AV06001300012","AV06",13,5716,"ABAM",2012,"1",42.5,48.04,30.72,"regular"
"AV06001300013","AV06",13,5717,"TSHE",2012,"1",24.9,48.62,30.14,"regular"
"AV06001300014","AV06",13,5718,"ABAM",2012,"1",37.5,42.02,26.77,"regular"
"AV06001300015","AV06",13,5719,"ABAM",2012,"1",25,38.88,26.29,"regular"
"AV06001300016","AV06",13,5720,"ABAM",2012,"1",24.4,41.86,25.36,"regular"
"AV06001300017","AV06",13,5721,"ABAM",2012,"1",33.6,45.01,31.72,"regular"
"AV06001300018","AV06",13,5722,"TSHE",2012,"1",29.7,35.41,26.43,"regular"
"AV06001300019","AV06",13,5723,"TSHE",2012,"1",49,34.47,26.96,"regular"
"AV06001300020","AV06",13,5724,"ABAM",2012,"1",52.5,31.25,30.86,"regular"
"AV06001300021","AV06",13,5725,"ABAM",2012,"1",19.9,30.97,28.17,"regular"
"AV06001300022","AV06",13,5726,"TSHE",2012,"1",40.8,29.7,31.98,"regular"
"AV06001300023","AV06",13,5727,"ABAM",2012,"1",34.6,32.57,32.26,"regular"
"AV06001300024","AV06",13,5728,"TSHE",1998,"6",110.9,35.6,36.11,"regular"
"AV06001300025","AV06",13,5729,"ABAM",2012,"1",40.1,27.31,36.08,"regular"
"AV06001300026","AV06",13,5730,"ABAM",2012,"1",37.1,25.96,32.11,"regular"
"AV06001300031","AV06",13,6100,"ABAM",2012,"1",17.1,50.61,35.74,"regular"
"AV06001400037","AV06",14,383,"ABAM",2012,"1",19.3,39.48,3.06,"regular"
"AV06001400038","AV06",14,397,"TSHE",2012,"1",20.9,45.63,5.14,"regular"
"AV06001400034","AV06",14,427,"TSHE",2012,"1",20.4,34.57,23.15,"regular"
"AV06001400035","AV06",14,428,"ABAM",2012,"1",17.8,30.79,24.16,"regular"
"AV06001400036","AV06",14,429,"TSHE",2012,"1",20.3,29.18,14.63,"regular"
"AV06001400041","AV06",14,696,"TSHE",2012,"1",18.4,35.39,5.25,"regular"
"AV06001400039","AV06",14,3831,"ABAM",2012,"1",16.8,41.61,13.38,"regular"
"AV06001400040","AV06",14,3832,"ABAM",2012,"1",17.8,41.6,19.32,"regular"
"AV06001400001","AV06",14,5731,"TSHE",2012,"1",59.5,25.76,17.5,"regular"
"AV06001400002","AV06",14,5732,"TSHE",2012,"1",33.5,25.48,16.29,"regular"
"AV06001400003","AV06",14,5733,"ABAM",2012,"1",18.7,26.29,14.84,"regular"
"AV06001400004","AV06",14,5734,"TSHE",2012,"1",30,31.44,14.73,"regular"
"AV06001400005","AV06",14,5735,"PIMO",1983,"6",25.4,31.94,13.93,"regular"
"AV06001400006","AV06",14,5736,"ABAM",2012,"1",36.2,36.91,15.55,"regular"
"AV06001400007","AV06",14,5737,"TSHE",2012,"1",25.5,44.01,17.04,"regular"
"AV06001400008","AV06",14,5738,"ABAM",2012,"1",35.2,48.28,17.66,"regular"
"AV06001400009","AV06",14,5739,"TSHE",2012,"1",41.4,47.81,20.18,"regular"
"AV06001400010","AV06",14,5740,"TSHE",2012,"1",28.4,45.53,16.76,"regular"
"AV06001400011","AV06",14,5741,"ABAM",1983,"6",31.9,45.82,14.46,"regular"
"AV06001400012","AV06",14,5742,"TSHE",2012,"1",39.4,43.52,15.9,"regular"
"AV06001400013","AV06",14,5743,"TSHE",2012,"1",19.7,42.56,15.67,"regular"
"AV06001400014","AV06",14,5744,"TSHE",2012,"1",21.9,41.11,16.22,"regular"
"AV06001400015","AV06",14,5745,"ABAM",2012,"1",20.9,38.52,11.58,"regular"
"AV06001400016","AV06",14,5746,"ABAM",2012,"1",54.2,41.04,9.83,"regular"
"AV06001400017","AV06",14,5747,"ABAM",2012,"1",30,41.73,7.61,"regular"
"AV06001400018","AV06",14,5748,"ABAM",2012,"1",21.1,48.05,1.42,"regular"
"AV06001400019","AV06",14,5749,"ABAM",1998,"6",27.9,48.81,0.64,"regular"
"AV06001400020","AV06",14,5750,"TSHE",2012,"1",37.4,44.73,2.61,"regular"
"AV06001400021","AV06",14,5751,"ABAM",2012,"1",16.7,43.14,3.91,"regular"
"AV06001400022","AV06",14,5752,"TSHE",2012,"1",41.7,36.46,11.48,"regular"
"AV06001400023","AV06",14,5753,"ABAM",2012,"1",27.6,34.49,11.29,"regular"
"AV06001400024","AV06",14,5754,"ABAM",2012,"1",16.9,26.27,11.33,"regular"
"AV06001400025","AV06",14,5755,"PIMO",1983,"6",16.4,25.41,10.19,"regular"
"AV06001400026","AV06",14,5756,"TSHE",2012,"1",58.6,25.56,8.58,"regular"
"AV06001400027","AV06",14,5757,"TSHE",2012,"1",27.2,31.44,6.14,"regular"
"AV06001400028","AV06",14,5758,"ABAM",2012,"1",24.5,34.54,7.16,"regular"
"AV06001400029","AV06",14,5759,"TSHE",2012,"1",41.1,35.67,1.09,"regular"
"AV06001400030","AV06",14,5760,"TSHE",2012,"1",33.8,29.02,1.52,"regular"
"AV06001400031","AV06",14,5761,"TSHE",2012,"1",42.6,26.39,0.93,"regular"
"AV06001400032","AV06",14,5762,"TSHE",2012,"1",40.3,26.91,3.04,"regular"
"AV06001400033","AV06",14,5872,"TSHE",1993,"6",34.3,44.12,11.44,"regular"
"AV06001500022","AV06",15,430,"ABAM",2012,"1",20.5,11.42,47.34,"regular"
"AV06001500023","AV06",15,3834,"TSHE",2012,"1",17.1,7.69,36.15,"regular"
"AV06001500001","AV06",15,5763,"TSHE",2012,"1",48.6,5.4,49.23,"regular"
"AV06001500002","AV06",15,5764,"TSHE",2012,"1",37.4,2.27,45.63,"regular"
"AV06001500003","AV06",15,5765,"ABAM",2012,"1",30.4,0.56,43.84,"regular"
"AV06001500004","AV06",15,5766,"TSHE",2012,"1",26.1,19.41,35.96,"regular"
"AV06001500005","AV06",15,5767,"ABAM",2012,"1",26,5.6,40.06,"regular"
"AV06001500006","AV06",15,5768,"THPL",2012,"1",39.1,0.74,38.65,"regular"
"AV06001500007","AV06",15,5769,"TSHE",1998,"6",40.2,11.49,43.64,"regular"
"AV06001500008","AV06",15,5770,"ABAM",2012,"1",27.1,11.42,48.21,"regular"
"AV06001500009","AV06",15,5771,"ABAM",2012,"1",71.5,22.62,46.31,"regular"
"AV06001500010","AV06",15,5772,"TSHE",2012,"1",40,23.6,45.04,"regular"
"AV06001500011","AV06",15,5773,"TSHE",2012,"1",40.5,24.28,46.95,"regular"
"AV06001500012","AV06",15,5774,"ABAM",2012,"1",35,19.4,34.32,"regular"
"AV06001500013","AV06",15,5775,"ABAM",2012,"1",28.7,14.47,35.54,"regular"
"AV06001500014","AV06",15,5776,"TSHE",2012,"6",23.8,18.57,32.26,"regular"
"AV06001500015","AV06",15,5777,"TSHE",2012,"1",26.2,19.97,28.15,"regular"
"AV06001500016","AV06",15,5778,"ABAM",2012,"1",22.9,20.71,25.41,"regular"
"AV06001500017","AV06",15,5780,"ABAM",2012,"1",20.3,11.98,32.9,"regular"
"AV06001500018","AV06",15,5781,"ABAM",2012,"1",34.2,11.03,32.42,"regular"
"AV06001500019","AV06",15,5782,"ABAM",2012,"1",35.4,6.57,35.11,"regular"
"AV06001500020","AV06",15,5783,"TSHE",2012,"1",33.5,6.41,38.46,"regular"
"AV06001500021","AV06",15,5871,"TSHE",2012,"1",50.5,18.34,39.91,"regular"
"AV06001600081","AV06",16,431,"ABAM",2007,"6",5,9.91,17.48,"small"
"AV06001600082","AV06",16,432,"ABAM",2012,"1",7,9.18,18.87,"small"
"AV06001600085","AV06",16,971,"ABAM",2012,"1",5.8,11.46,1.87,"small"
"AV06001600083","AV06",16,3829,"TSHE",2012,"1",8.6,11.08,22.55,"small"
"AV06001600084","AV06",16,3830,"TSHE",2012,"1",7.4,16.11,23.75,"small"
"AV06001600001","AV06",16,5784,"TSHE",2012,"1",46.7,2.6,23.89,"regular"
"AV06001600002","AV06",16,5785,"ABAM",1993,"6",37.3,1.41,24.28,"regular"
"AV06001600003","AV06",16,5786,"TSHE",2012,"1",53.5,5.9,24.25,"regular"
"AV06001600004","AV06",16,5787,"ABAM",2012,"1",9.9,8.27,24.17,"small"
"AV06001600005","AV06",16,5788,"ABAM",2012,"1",8,8.14,21.8,"small"
"AV06001600006","AV06",16,5789,"ABAM",2012,"1",13.3,10.94,20.52,"small"
"AV06001600007","AV06",16,5790,"ABAM",2012,"1",27.1,11.63,22.47,"regular"
"AV06001600008","AV06",16,5791,"TSHE",2012,"1",21.8,17.65,20.23,"regular"
"AV06001600009","AV06",16,5792,"TSHE",2012,"1",75,19.13,21.47,"regular"
"AV06001600010","AV06",16,5793,"TSHE",2007,"6",42.2,21.27,21.09,"regular"
"AV06001600011","AV06",16,5794,"TSHE",2012,"1",13.5,21.07,18.59,"small"
"AV06001600012","AV06",16,5795,"TSHE",2012,"1",27.1,22.03,17.25,"regular"
"AV06001600013","AV06",16,5796,"TSHE",2012,"1",9.7,23.16,16.13,"small"
"AV06001600014","AV06",16,5797,"ABAM",2007,"6",8.5,21.53,15.7,"small"
"AV06001600015","AV06",16,5798,"TSHE",2012,"1",10.5,18.89,15.5,"small"
"AV06001600016","AV06",16,5799,"TSHE",2012,"1",15.1,18.72,17.29,"regular"
"AV06001600017","AV06",16,5800,"TSHE",2012,"1",9.3,16.55,17.42,"small"
"AV06001600018","AV06",16,5801,"TSHE",2012,"1",48.2,16.53,18.82,"regular"
"AV06001600019","AV06",16,5802,"ABAM",2012,"1",7.7,16,16.06,"small"
"AV06001600020","AV06",16,5803,"ABAM",2007,"6",7,15.49,15.4,"small"
"AV06001600021","AV06",16,5804,"ABAM",2012,"1",9.3,13.32,17.59,"small"
"AV06001600022","AV06",16,5805,"TSHE",2012,"1",46.5,11.63,17.38,"regular"
"AV06001600023","AV06",16,5806,"ABAM",2012,"1",6.8,10.76,18.49,"small"
"AV06001600024","AV06",16,5807,"ABAM",2007,"6",22.5,8.34,15.71,"regular"
"AV06001600025","AV06",16,5808,"TSHE",2012,"1",8.5,6.66,17.3,"small"
"AV06001600026","AV06",16,5809,"ABAM",2012,"1",6.6,5.55,15.38,"small"
"AV06001600027","AV06",16,5810,"TSHE",2012,"1",10.1,4.52,16.64,"small"
"AV06001600028","AV06",16,5811,"TSHE",2012,"6",48.5,4.06,15.7,"regular"
"AV06001600029","AV06",16,5812,"TSHE",2012,"1",8.8,3.04,16.14,"small"
"AV06001600030","AV06",16,5813,"TSHE",2012,"1",8.4,2.82,15.35,"small"
"AV06001600031","AV06",16,5814,"TSHE",2012,"1",9.2,0.87,18.25,"small"
"AV06001600032","AV06",16,5815,"TSHE",2012,"1",46.7,0.81,16.93,"regular"
"AV06001600033","AV06",16,5816,"ABAM",1998,"6",7.6,1.58,13.05,"small"
"AV06001600034","AV06",16,5817,"ABAM",2012,"6",17.5,2.76,11.81,"regular"
"AV06001600035","AV06",16,5818,"TSHE",2012,"6",6.5,3.59,10.71,"small"
"AV06001600036","AV06",16,5819,"TSHE",2012,"1",7.2,5.77,11.44,"small"
"AV06001600037","AV06",16,5820,"ABAM",2012,"1",8.8,7.6,13.88,"small"
"AV06001600038","AV06",16,5821,"ABAM",2012,"1",9.9,11.48,13.91,"small"
"AV06001600039","AV06",16,5822,"ABAM",2012,"1",6.8,10.38,11.31,"small"
"AV06001600040","AV06",16,5823,"TSHE",2012,"1",42.4,13.56,12.86,"regular"
"AV06001600041","AV06",16,5824,"TSHE",2012,"1",10.5,14.23,12.4,"small"
"AV06001600042","AV06",16,5825,"TSHE",2012,"1",45.2,15.73,14.06,"regular"
"AV06001600043","AV06",16,5826,"ABAM",2007,"6",13.6,16.97,12.87,"small"
"AV06001600044","AV06",16,5827,"TSHE",2012,"1",24.4,17.68,13.84,"regular"
"AV06001600045","AV06",16,5828,"ABAM",2012,"1",6.9,18.58,12.08,"small"
"AV06001600046","AV06",16,5829,"TSHE",2007,"6",19,17.53,11.25,"regular"
"AV06001600047","AV06",16,5830,"TSHE",2012,"1",31.5,21.62,11.86,"regular"
"AV06001600048","AV06",16,5831,"TSHE",2007,"6",14.5,21.71,10.5,"small"
"AV06001600049","AV06",16,5832,"TSHE",2012,"6",19,19.68,6.21,"regular"
"AV06001600050","AV06",16,5833,"TSHE",2012,"6",23.3,19.65,7.08,"regular"
"AV06001600051","AV06",16,5834,"ABAM",2012,"1",44,15.67,7.72,"regular"
"AV06001600052","AV06",16,5835,"TSHE",2012,"1",27.3,16.4,10.54,"regular"
"AV06001600053","AV06",16,5836,"TSHE",2012,"1",8.9,17.36,9.42,"small"
"AV06001600054","AV06",16,5837,"TSHE",2012,"1",35.8,13.53,10.24,"regular"
"AV06001600055","AV06",16,5838,"ABAM",2012,"1",7.5,13.47,7.98,"small"
"AV06001600056","AV06",16,5839,"ABAM",2012,"1",52.4,11.78,5.98,"regular"
"AV06001600057","AV06",16,5840,"ABAM",1987,"6",6.4,10.47,10.08,"small"
"AV06001600058","AV06",16,5841,"ABAM",2012,"1",28.8,9.35,5.5,"regular"
"AV06001600059","AV06",16,5842,"TSHE",2012,"1",15.1,9.03,6.91,"regular"
"AV06001600060","AV06",16,5843,"TSHE",2012,"6",19.5,8.7,6.29,"regular"
"AV06001600061","AV06",16,5844,"TSHE",2012,"1",28.2,5.62,8.36,"regular"
"AV06001600062","AV06",16,5845,"TSHE",2012,"1",56.7,5.5,9.15,"regular"
"AV06001600063","AV06",16,5846,"TSHE",2012,"1",9,5.25,6.54,"small"
"AV06001600064","AV06",16,5847,"TSHE",2012,"1",14.2,3.4,6.02,"small"
"AV06001600065","AV06",16,5848,"ABAM",2007,"6",23.4,3.28,8.32,"regular"
"AV06001600066","AV06",16,5849,"ABAM",2007,"6",33.6,2.02,8.84,"regular"
"AV06001600067","AV06",16,5850,"TSHE",2012,"1",25,0.92,5.72,"regular"
"AV06001600068","AV06",16,5851,"TSHE",2012,"1",35.2,1.6,4.2,"regular"
"AV06001600069","AV06",16,5852,"TSHE",2007,"6",11,0.49,3.85,"small"
"AV06001600070","AV06",16,5853,"TSHE",2012,"1",38.3,0.74,2.08,"regular"
"AV06001600071","AV06",16,5854,"ABAM",2007,"6",14.5,3.13,2.32,"small"
"AV06001600072","AV06",16,5855,"ABAM",2012,"1",17.9,11.37,2.06,"regular"
"AV06001600073","AV06",16,5856,"ABAM",2012,"1",27,11.5,1.06,"regular"
"AV06001600074","AV06",16,5857,"TSHE",2007,"6",52.2,14.93,1.09,"regular"
"AV06001600075","AV06",16,5858,"ABAM",1993,"6",9.6,15.85,0.43,"small"
"AV06001600076","AV06",16,5859,"ABAM",2012,"1",7.6,18.65,1.58,"small"
"AV06001600077","AV06",16,5860,"ABAM",2012,"1",10.3,17.33,3.21,"small"
"AV06001600078","AV06",16,5861,"ABAM",2012,"1",33.8,20.74,0.48,"regular"
"AV06001600079","AV06",16,5862,"TSHE",2012,"1",22.9,23.95,1.12,"regular"
"AV06001600080","AV06",16,5863,"TSHE",2012,"1",18.4,24.11,4.03,"regular"
"AV14000100016","AV14",1,75,"ABAM",2013,"1",16,15.65,90.24,"regular"
"AV14000100017","AV14",1,220,"ABAM",2013,"2",7,7.52,83.9,"small"
"AV14000100018","AV14",1,221,"ABAM",2013,"2",7.6,6.69,83.84,"small"
"AV14000100019","AV14",1,222,"ABAM",2013,"2",10.9,12.95,86.37,"small"
"AV14000100020","AV14",1,223,"ABAM",2013,"2",10,15.5,79.81,"small"
"AV14000100021","AV14",1,224,"TSHE",2013,"2",9.3,10.85,82.33,"small"
"AV14000100022","AV14",1,225,"ABAM",2013,"2",6.6,8.22,79.04,"small"
"AV14000100023","AV14",1,226,"ABAM",2013,"2",9.7,12.63,78.25,"small"
"AV14000100024","AV14",1,227,"ABAM",2013,"2",13.1,13.07,79.97,"small"
"AV14000100025","AV14",1,228,"ABAM",2013,"2",6.1,5.74,75.66,"small"
"AV14000100026","AV14",1,366,"ABAM",2013,"2",7,21.17,76.2,"small"
"AV14000100027","AV14",1,367,"TSHE",2013,"2",6.1,20.63,82.35,"small"
"AV14000100028","AV14",1,368,"TSHE",2013,"2",6.2,18.2,82.54,"small"
"AV14000100029","AV14",1,369,"TSHE",2013,"2",8.3,21.77,83.98,"small"
"AV14000100030","AV14",1,370,"ABAM",2013,"2",8,21.23,88.46,"small"
"AV14000100031","AV14",1,371,"ABAM",2013,"2",7.8,22.58,88.33,"small"
"AV14000100032","AV14",1,372,"TSHE",2013,"2",9.2,23.21,88.9,"small"
"AV14000100033","AV14",1,373,"ABAM",2013,"2",6.4,21.91,92.86,"small"
"AV14000100034","AV14",1,374,"ABAM",2013,"2",9.1,20.29,93.79,"small"
"AV14000100035","AV14",1,375,"ABAM",2013,"2",6.8,18.3,91.37,"small"
"AV14000100036","AV14",1,376,"ABAM",2013,"2",5.9,16,88.79,"small"
"AV14000100037","AV14",1,377,"ABAM",2013,"2",6.2,15.48,87.87,"small"
"AV14000100038","AV14",1,378,"ABAM",2013,"2",5.3,16.19,87.61,"small"
"AV14000100001","AV14",1,3201,"TSHE",2013,"1",96.1,3.57,97.72,"regular"
"AV14000100002","AV14",1,3202,"ABAM",2000,"6",63.9,8.09,96.95,"regular"
"AV14000100003","AV14",1,3203,"TSHE",1987,"6",83.2,13.33,97.71,"regular"
"AV14000100004","AV14",1,3204,"ABAM",2013,"6",26.6,21.23,98.52,"regular"
"AV14000100005","AV14",1,3205,"TSHE",2013,"1",96.6,22.14,89.67,"regular"
"AV14000100006","AV14",1,3207,"TSHE",1995,"6",71,16.38,91.01,"regular"
"AV14000100007","AV14",1,3208,"TSHE",2013,"1",33.6,6.91,90.98,"regular"
"AV14000100008","AV14",1,3209,"ABAM",2013,"1",92,18.05,85.94,"regular"
"AV14000100009","AV14",1,3210,"TSHE",2013,"1",32.5,19.36,84.03,"regular"
"AV14000100010","AV14",1,3211,"TSHE",2013,"1",23.3,22.68,83.27,"regular"
"AV14000100011","AV14",1,3212,"ABAM",1995,"6",54.2,19.72,82.51,"regular"
"AV14000100012","AV14",1,3213,"TSHE",2013,"1",106.8,11.4,82.71,"regular"
"AV14000100013","AV14",1,3214,"TSHE",2013,"6",90.6,5.42,87.52,"regular"
"AV14000100014","AV14",1,3215,"ABAM",2013,"1",23.8,0.76,81.75,"regular"
"AV14000100015","AV14",1,8576,"ABAM",2013,"1",21.2,16.95,79.66,"regular"
"AV14000200060","AV14",2,101,"TSHE",2013,"1",8,2.81,52.98,"small"
"AV14000200061","AV14",2,102,"TSHE",2013,"1",6,18.8,58.55,"small"
"AV14000200062","AV14",2,229,"TSHE",2013,"2",9.2,22.3,55.55,"small"
"AV14000200063","AV14",2,230,"ABAM",2013,"2",6.5,25.84,68.43,"small"
"AV14000200064","AV14",2,231,"ABAM",2013,"2",7.1,27.41,68.32,"small"
"AV14000200065","AV14",2,232,"TSHE",2013,"2",9.2,23.3,71.56,"small"
"AV14000200066","AV14",2,233,"ABAM",2013,"2",6.3,24.37,73.43,"small"
"AV14000200067","AV14",2,234,"TSHE",2013,"2",6.9,24.52,68.13,"small"
"AV14000200068","AV14",2,235,"TSHE",2013,"2",5.6,22.43,67.74,"small"
"AV14000200001","AV14",2,3216,"ABAM",2013,"1",28.5,4.03,74.52,"regular"
"AV14000200002","AV14",2,3217,"TSHE",2013,"1",10.8,3.19,74.98,"small"
"AV14000200003","AV14",2,3218,"ABAM",2008,"6",11.4,4.9,73.78,"small"
"AV14000200004","AV14",2,3219,"ABAM",2013,"1",81.4,1.63,73.75,"regular"
"AV14000200005","AV14",2,3220,"ABAM",2013,"1",32.7,1.17,74.48,"regular"
"AV14000200006","AV14",2,3221,"ABAM",1983,"6",49,5.54,72.42,"regular"
"AV14000200007","AV14",2,3222,"ABAM",2008,"6",7.8,6.14,74.36,"small"
"AV14000200008","AV14",2,3223,"ABAM",2013,"1",9.1,10.49,71.97,"small"
"AV14000200009","AV14",2,3224,"ABAM",2013,"1",22.4,11.99,73.13,"regular"
"AV14000200010","AV14",2,3225,"ABAM",2013,"1",9.3,13.41,71.25,"small"
"AV14000200011","AV14",2,3226,"ABAM",2013,"1",15.8,16.37,73.08,"regular"
"AV14000200012","AV14",2,3227,"ABAM",2013,"1",52.9,23.38,72.06,"regular"
"AV14000200013","AV14",2,3228,"ABAM",1982,"6",21.9,22.68,69.36,"regular"
"AV14000200014","AV14",2,3229,"ABAM",2013,"6",6.5,22.66,68.2,"small"
"AV14000200015","AV14",2,3230,"TSHE",2013,"1",62.1,19.11,67.56,"regular"
"AV14000200016","AV14",2,3231,"ABAM",2013,"1",90.9,16.47,66.59,"regular"
"AV14000200017","AV14",2,3232,"TSHE",2013,"1",13.3,15.43,69.38,"regular"
"AV14000200018","AV14",2,3233,"ABAM",2013,"1",14.4,13.74,68.4,"small"
"AV14000200019","AV14",2,3234,"ABAM",2013,"1",28.2,8.95,69.03,"regular"
"AV14000200020","AV14",2,3235,"TSHE",2013,"6",54.1,8.1,67.21,"regular"
"AV14000200021","AV14",2,3236,"ABAM",2013,"1",8,5.4,68.19,"small"
"AV14000200022","AV14",2,3237,"ABAM",2013,"1",9.3,3.32,66.96,"small"
"AV14000200023","AV14",2,3238,"ABAM",2013,"1",8.5,2.91,69.1,"small"
"AV14000200024","AV14",2,3239,"ABAM",2013,"1",15.8,0.88,62.98,"regular"
"AV14000200025","AV14",2,3240,"ABAM",2013,"1",10.9,2.34,61.52,"small"
"AV14000200026","AV14",2,3241,"TSHE",2013,"1",13.8,4.76,61.25,"small"
"AV14000200027","AV14",2,3242,"ABAM",2013,"6",50.5,9.2,61.62,"regular"
"AV14000200028","AV14",2,3243,"TSHE",2013,"1",39.6,13.93,64.75,"regular"
"AV14000200029","AV14",2,3244,"ABAM",2008,"6",58.6,18.96,61.22,"regular"
"AV14000200030","AV14",2,3245,"ABAM",2013,"1",66.8,19.94,62.07,"regular"
"AV14000200031","AV14",2,3247,"ABAM",2000,"6",8.5,19.9,61.01,"small"
"AV14000200032","AV14",2,3248,"ABAM",2008,"6",10.4,21.59,59.2,"small"
"AV14000200033","AV14",2,3249,"ABAM",2013,"1",14.1,22.58,56.31,"regular"
"AV14000200034","AV14",2,3250,"ABAM",2013,"6",20.7,20.14,55.77,"regular"
"AV14000200035","AV14",2,3251,"ABAM",1990,"6",10,18.17,56.05,"small"
"AV14000200036","AV14",2,3252,"ABAM",1995,"6",11.2,15.52,55.95,"small"
"AV14000200037","AV14",2,3253,"TSHE",1982,"6",80.4,16.67,58.6,"regular"
"AV14000200038","AV14",2,3254,"ABAM",2008,"6",31.5,17.02,59.38,"regular"
"AV14000200039","AV14",2,3255,"TSHE",2013,"1",10.5,13.44,58.94,"small"
"AV14000200040","AV14",2,3256,"TSHE",2008,"6",10.7,12.32,55.33,"small"
"AV14000200041","AV14",2,3257,"ABAM",2008,"6",40.1,11.18,54.46,"regular"
"AV14000200042","AV14",2,3258,"ABAM",2013,"6",23,8.67,58.59,"regular"
"AV14000200043","AV14",2,3259,"ABAM",2013,"1",26.2,3.31,56.11,"regular"
"AV14000200044","AV14",2,3260,"ABAM",2013,"1",115.9,3.48,53.73,"regular"
"AV14000200045","AV14",2,3261,"ABAM",2013,"6",21.5,3.4,52.98,"regular"
"AV14000200046","AV14",2,3263,"ABAM",2008,"6",28.9,8.26,52.6,"regular"
"AV14000200047","AV14",2,3264,"ABAM",2013,"1",30.4,10.82,52.16,"regular"
"AV14000200048","AV14",2,3265,"TSHE",2013,"1",14.3,14.86,54.2,"small"
"AV14000200049","AV14",2,3266,"TSHE",2013,"1",32.9,16.24,53.57,"regular"
"AV14000200050","AV14",2,3267,"ABAM",2013,"1",10.8,18.44,54.39,"small"
"AV14000200051","AV14",2,3268,"ABAM",2013,"1",8,20.47,53.92,"small"
"AV14000200052","AV14",2,3269,"ABAM",2008,"6",23.3,22.23,52.14,"regular"
"AV14000200053","AV14",2,3270,"ABAM",2013,"1",52.9,23.47,54.46,"regular"
"AV14000200054","AV14",2,6127,"ABAM",1995,"6",11.8,4.47,68.76,"small"
"AV14000200056","AV14",2,8433,"ABAM",2013,"1",8,13.67,76.21,"small"
