"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","OTHR","PSME","THPL","TSHE","sigma","NLL","mse"
7,25,23.5485024343432,2.76137846246563,5.90693685033267,5.37356968628185,2.64067500043454,0.111602147988817,0.878180121327917,0.739179658613901,0.0298292268403603,0.851005134672406,0.924274181267959,0.769342786748855,0.0056318743434038,1.18466580684329,177.582491531775,1.90993618425645
8,25,27.0341991648252,2.70820064176782,6.22146335144451,5.04975565093879,2.38015525073169,0.0260309966585329,1.39239349154275,0.554175519342554,0.153329408125073,0.142501727307004,0.972450621646558,0.730106505337724,0.032948846172603,1.22842835116174,175.213474063197,1.48254437589145
9,25,26.838847409606,2.91473357486277,7.58680089071201,5.26280383639895,1.426433812181,0.106676410518894,1.22808775868573,0.908755742504679,0.153679493054981,0.157634596630162,0.820906983236282,0.687193228628051,0.0164176516687831,1.09849383610171,166.864793063202,1.40252448891959
10,25,25.1487565948225,2.99759894068571,7.72445811048118,5.34398159545376,1.69899874966394,0.100831272767665,1.09728059923208,0.720803857158858,0.249842643515778,0.218107207948605,0.768208616446649,0.643723862084184,0.01621610966584,1.10920311686286,168.117299000296,1.3347237952879
1,30,28.2926418049026,2.5922376167934,6.77688823142698,5.30706394351925,2.25658355911294,0.185591777735501,1.07975832892145,0.947917165711674,0.0116331735221098,0.265953158430918,0.55082445466897,0.707722111353495,0.00414707346549743,1.23460329701355,174.726381295211,1.32410942329184
2,30,25.6378416254963,2.15892218218125,6.87646062975287,5.21123811545957,1.83497030994555,0.0327206929437103,1.14005955408684,0.510397796145776,0.219881920416555,0.181417125787538,0.834958943338632,0.939901254119149,0.0160904837060291,1.17655499396832,171.534684129288,1.11716715742356
3,30,28.7919941758971,2.98780517372582,6.71377917757855,5.07274780732427,1.55967703222878,0.091037742396095,1.46238326493573,1.23380857426058,0.237838449860327,0.750250551056419,0.999367333017352,0.649619062036917,0.0413855833353905,1.17125951721302,177.900159554878,5.34737473964974
4,30,28.7815816303963,2.99870667210787,6.35713398966071,4.58863546913244,2.75178535444684,0.0945193503047299,0.699685519507828,0.498111487623413,0.14774686327111,0.196741461184882,0.886272320687259,0.99176868994455,0.00573877893175441,1.132444046793,176.740205842378,1.52832160355355
5,30,28.1806984796992,2.71440340114034,6.99354954244418,4.8903290604347,1.94518446609148,0.165634628329792,0.982583531726556,0.658961347294263,0.0596401733936028,0.383493957657858,0.587454301565066,0.392408845089858,0.00744898017213633,1.26800063287928,173.741554578751,1.71896501576852
6,30,29.6856785189762,2.40507364766487,7.14246271619829,5.37979689855682,1.64952377686491,0.100640032321752,0.838627606083404,0.705061523796856,0.144049858781441,0.267003393545869,0.863186649824245,0.892974963499536,0.000866622354878367,1.18239930453291,171.025557885117,1.1272584841063
7,30,28.2788549734036,2.71584287513471,8.0361421100398,5.32546222192595,2.33030141513246,0.0275660882621433,1.26614266101939,0.269614208428078,0.150596718915723,0.309921902595518,0.611602391592459,0.669328988821281,0.059618580959872,1.19349088919431,167.59409072414,1.02162830246753
8,30,27.3728855786698,2.49053445763587,6.32858775142239,5.75335679723252,1.68558568063961,9.54453726556482,0.229247101553995,2.06090009048914,0.0182190982366949,0.148666470061818,0.403739966711311,0.317215682256699,0.00697693890965809,1.53726140783713,197.183095340521,8.55143031809395
9,30,28.1414620721891,2.83390553662185,6.10980432222129,5.02933415336796,1.84340894177432,0.342602314697838,0.938585742026442,1.11205957420486,0.0812266433549357,0.0273609320686582,0.599778329047685,0.293608717152327,0.0243175665812538,1.43338238748988,182.451418674753,5.06252061461738
10,30,26.0419095231522,2.31965427068049,7.62089867038902,5.5674351479754,2.19050498296773,0.0810990859158032,1.65649819986769,1.24199709742744,0.170644639175494,0.655459272953895,0.587095652995498,0.588639613938956,0.0481169591692994,1.27334825261328,177.066130841137,5.90986234328495
