"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","CANO","OTHR","TSHE","TSME","sigma","NLL","mse"
1,20,20.8817918509539,2.1660234364566,4.03678103424049,2.89379501861142,1.69949689001386,0.0636536569338386,0.850940820940773,0.68866812996024,0.0831236426272202,0.854062537385576,0.305931629892004,0.099896081254264,0.778278011833102,0.674042016421793,204.541422371945,0.238094334497505
2,20,20.4426080921229,2.39995845967175,3.92382940675366,2.81969107911518,2.90812749154095,0.0568181291686446,1.02703481385793,0.700631119068331,0.089416928193358,0.861801306984199,0.747005079199299,0.120671880644179,0.882663096575976,0.658472490357719,208.795654289285,0.279165652257134
3,20,19.951489080825,2.19161916472236,2.94426657837097,3.17408069403384,2.57252906354217,0.038692346350954,1.07203516371797,0.709554024802943,0.067249390711954,0.873439810017674,0.20735816858524,0.00262551687925889,0.443013137842634,0.696753626681211,210.62207886566,0.21739637329668
4,20,22.1982800508215,2.39051121366463,3.60518697857888,2.90418798699511,1.84815527880348,0.028348177095774,1.27477542565869,0.7195038587264,0.0295853120562888,0.998275009210922,0.728058552619103,0.0620135932046556,0.802248139517074,0.678495276511067,206.188722087769,0.252699170194432
5,20,20.4814842383707,2.04232291114849,3.4534285458276,2.68764098432419,2.00326228370469,0.042367163741016,1.09166732642326,0.642803589318209,0.0828664346456839,0.660010971524853,0.238796795420963,0.105795102805944,0.572343040739199,0.707672680415337,209.391307383663,0.254941593830447
6,20,17.996015428945,1.24349689060224,3.49957844871534,3.56889639365819,2.72594741286165,9.97264403915977,0.0218804713517397,2.41216380098897,0.0507793941111702,0.0467925841351075,0.190437302642613,0.0369306957486517,0.229143091758877,0.831610694667792,248.443414026341,0.264675663463605
7,20,17.0794490064734,1.60559416351167,5.09887081630273,2.01757239717187,2.11772079818391,0.0236470490000483,1.11631813079528,0.419825811623747,0.0645324123214006,0.977313446307482,0.181545916215686,0.134841594725529,0.68530601350117,0.69865279301165,206.368520037483,0.250713537868895
8,20,21.8415071882187,2.21798227425836,5.32287649866845,3.01309689290058,1.24927636654142,0.0627780449817422,0.745811456878428,0.525968722839752,0.0681595790010419,0.983262807153546,0.289633746262647,0.0214898441811332,0.730853794048127,0.643961479440235,200.214340348684,0.240024765923285
9,20,24.0128389726907,2.44423220686031,3.55901648968267,2.81438885588241,2.71058165880683,0.0939139730658132,0.766989590058789,0.6201102033596,0.0392662194470495,0.616718737241834,0.236754736166068,0.0482825024513511,0.540070820922488,0.672977506810187,208.065827053077,0.257812708080529
10,20,20.5340900672222,1.86299277813234,3.59111708616577,2.46904386519774,2.4684147718845,1.71503482485517,0.206406346510119,1.13769206333465,0.0250454288477758,0.113352992029895,0.0919573463869001,0.00853283741841087,0.193275770866161,0.679596910709097,215.854248567521,0.219321272998504
1,25,22.0766090601258,1.9559715474119,4.00510913218395,2.27285925192581,2.66176912083878,0.103595863065314,0.503394053619973,0.708077051307763,0.0780924503321892,0.861972599438184,0.190166590712902,0.00492124671520009,0.731563082847651,0.700386808899232,207.339555411768,0.21858787800943
2,25,24.3697732790459,2.9045441184107,3.7254845944305,2.82678245393456,1.94682130105174,0.102973707975264,0.736034741219468,0.734274824615878,0.00980872770037133,0.730240449499695,0.244608571813515,0.0787544588390557,0.519192961191325,0.656981798812149,208.238977902961,0.20673188599234
3,25,23.2629186552304,1.86305490466469,1.9437058276287,2.86753282329383,1.69945139486928,0.00104468281422186,3.46008234712131,3.90608141257172,0.187216472575279,0.715334017950738,0.198992373218219,0.372432073255892,0.626915147907455,0.73634236263558,234.506872482503,0.314267299453537
4,25,25.6278352437416,2.79788054432035,3.58270995337616,2.80182895020374,1.71889193544557,0.0672113544787655,1.00134355181069,0.890830511604361,0.181026209016437,0.848920095164316,0.485795731019498,0.0479303765251243,0.595077949528645,0.658175979511763,208.107065648658,0.211555465393162
5,25,22.0704741482771,1.96316223832775,4.30611396234431,3.34464199866627,2.89720610301167,0.0681477804615898,0.775674189703796,0.585984043475343,0.049952197350264,0.915296594527797,0.615848302162456,0.177861796634173,0.545288599804733,0.681103331062963,208.088889726791,0.222902213549747
6,25,24.916342324744,2.24610209864825,4.3498142142341,3.03906231163857,2.92041319300164,0.0771868400765609,0.881672235765342,0.652695859326919,0.052205048650253,0.845795368546216,0.198109789596672,0.301101974172674,0.445197520064788,0.681706243942641,207.330555855762,0.214686807133965
7,25,25.5412407754622,2.09783784850788,4.71109460531148,2.84577263386538,1.98541706394181,0.0300632085016108,1.35597564976137,0.658743257838944,0.239979024968989,0.787620879774391,0.979909531712759,0.400035236720326,0.460588715356782,0.684651054206818,207.43577451156,0.220356134849829
8,25,24.9686481624442,1.99534885330857,4.5871355422831,3.24497257655614,1.45307597989266,0.0544654340333015,0.866779884661548,0.681969709167063,0.180056954708331,0.977990592054338,0.325114419901429,0.225447244856081,0.55265402434669,0.660604436089961,203.730959212934,0.20544522967505
9,25,25.473124186362,2.11951197942625,5.27822204105457,2.85302680562792,1.6559148403686,0.0684927849020258,0.897073542749732,0.797765319106778,0.388543576757845,0.795915089763597,0.57571508097861,0.1578115594608,0.665249988055542,0.590151441718021,208.707442948206,0.186828206686011
10,25,25.9794619095588,2.60033754320844,1.05980278089913,4.3457271153263,2.41729499483692,2.32153428484438,2.49883685106832,3.78265935441387,0.00285917695401214,0.00364540149593186,0.698030901466239,0.734892864577928,0.00908376191494546,1.0841139125135,280.61812687071,0.477382351023701
