"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","CANO","OTHR","TSME","sigma","NLL","mse"
1,15,13.1130121922589,2.3416243045617,2.00383633151417,3.53134534279788,2.23809937749542,0.0101927057351377,2.61320883935262,1.84585600041618,0.0267887560611067,0.0656906755291639,0.302959994025099,0.711543597720636,0.55073434024147,76.4277488809912,0.299627444534938
2,15,18.1363170348033,2.89252099618517,2.30157892063162,3.2935506532696,2.09214751175057,0.0447602348857304,1.61950989087313,1.43482002978098,0.0180493165249249,0.170685910352159,0.0700802213697437,0.884995252569895,0.593230037248467,75.341420465123,0.280663858830034
3,15,11.334383262836,2.44658606397595,1.89239647298479,2.91903692937225,2.45670020520454,0.0689659096863146,1.7287483839718,2.17578845145987,0.0409279600356601,0.194443688163498,0.188554283963405,0.632867021057111,0.565044969129593,81.7041786198536,0.371389153436916
4,15,16.1201398436348,2.8006375403803,2.26141163077921,3.4061609235037,2.4780446650006,0.0317152137590975,1.89467995512314,1.43774505883122,0.0987129054807832,0.0328883314398408,0.262093303039369,0.858201939826948,0.536450915610733,75.6621757644108,0.252416792296746
5,15,11.8785632297072,2.75006769147886,2.24407709288355,2.78538057442798,2.83313665769059,0.0452639785883382,1.79173619708567,1.47127774472314,0.0180281771588526,0.0938779427873662,0.0984764301579638,0.81097835477615,0.577273191383877,73.857526801869,0.309653583882581
6,15,13.9188933082549,2.33900728467278,2.18512815413666,3.33225519178014,2.24755913525837,0.07339832951811,1.2855630760179,1.00169317507218,0.00600135776574012,0.0716776222426452,0.478796273815848,0.392428863901718,0.589280360526832,80.6457187137745,0.275225268152188
7,15,14.8640125636716,2.67434493319027,4.69525159774723,3.43631024721331,2.78566235330167,0.045865579523017,1.9346750911631,0.908019315884412,0.0833130938716616,0.232947715240763,0.237817217337897,0.480440283620483,0.600651363995936,78.0220317562367,0.181554869763955
8,15,14.1832025879189,2.91761623928528,2.73150070829104,3.63306849512285,1.60061595752875,0.0316324791845343,2.23261708995892,1.52978279316146,0.00905949412854725,0.117608430435081,0.615879566849704,0.698991137158078,0.583983962967082,73.6704647579089,0.242176890719613
9,15,17.7534722645578,2.91016324889998,2.77778660102942,3.51252007498618,2.12550904666837,0.0349975076762946,1.94164841216184,1.35223999969593,0.0333380531263768,0.159026734504229,0.369990724981032,0.946285657675462,0.544863186160595,73.3042677770895,0.231432301338598
10,15,8.61889152453086,2.65303264725433,2.50800838189244,3.50048060610405,1.87967213012854,0.108949960645378,1.66617958740382,1.48813548874354,0.0240797288844714,0.0475593024181779,0.554038983865246,0.362168023915464,0.597381424278593,77.3592177562034,0.352517655613818
1,25,26.8064279813874,2.95999112092049,1.94075725238069,3.92203046645098,2.8416779436946,0.0195380749414774,1.72392235187116,1.78074660848042,0.0160744549752347,0.196629633615649,0.717553456577141,0.940205967966517,0.612127881446543,80.6990748695431,0.269566182524073
2,25,24.2571306250773,2.95455135178113,2.82095903553335,3.75803415197979,2.56105312520387,0.0377136392112151,1.88711655371485,1.47301666076822,0.0560267566650329,0.22217606261004,0.643981986550616,0.805170196637988,0.546494630555825,76.2095376754616,0.311972802765841
3,25,23.4033827635583,2.81615206718173,2.73896616928625,3.42040086318893,1.62684197717481,0.0347748469571406,1.90587985757123,1.42642684841556,0.00314027942594602,0.164544317205652,0.3237144572664,0.69423707094114,0.536927338080426,75.6197356571206,0.305756240890145
4,25,27.7965716385233,2.93287853153557,2.66875148283836,3.37882195837103,1.25912081167941,0.125757898739629,1.41977188913839,1.76988299317842,0.0195192735172717,0.156042942296547,0.589047654549138,0.442078305150633,0.605679901025682,80.6211630677776,0.324310606986581
5,25,26.2398915487041,2.85017033084229,3.51511561593131,2.6370090624927,2.33960461789284,0.0389002753254553,1.75867553581924,1.08557161725027,0.0764929992223132,0.161627137100932,0.0713175932508844,0.765840293472125,0.684367728123713,79.2015696185005,0.304706810667397
6,25,23.1008563591653,2.73861358198667,2.58973450302206,3.96103445740397,2.09630989724524,0.25913747224032,1.4672734887458,1.80911152689179,0.00857574113006471,0.110012049971645,0.290731161446074,0.323924907498995,0.602023086690044,81.6238568396264,0.285477665904581
7,25,23.1931845796118,2.71151238262659,2.6138653982454,3.37993252157947,2.88691455535787,0.0212396971334314,1.80584176996666,1.16747945608892,0.101955748301699,0.208688301617794,0.372573148200863,0.988114981605866,0.599105038176025,76.446160360223,0.256331412951786
8,25,25.006816213518,2.97058359986464,3.19658316768555,3.10861802613332,1.88809678644218,0.149503740984583,1.1614211265803,1.35471415253458,0.137590220390618,0.0945725981248887,0.167698501904434,0.82998533526154,0.613619944501647,81.5967875991016,0.31924911072434
9,25,22.8557884500398,2.91003873691157,2.7693836747794,3.48600833865881,2.05514576481386,0.0389431303760065,2.08338353394248,1.47687039370941,0.10319938519361,0.0477773420691569,0.790753363434655,0.691452968817824,0.639529275120405,78.2578995166255,0.246381814096539
10,25,25.8613783456221,2.94474719451715,3.51093742972989,3.24646572865696,1.83362661501574,0.0497906478926241,1.21639299905224,0.702113811233766,0.0039701644149552,0.159091720148874,0.516110305927089,0.973066657521974,0.605791584218016,80.7335162340872,0.181925691374841
